0.3633,640
0.5268,1256
0.6618,1896
0.7346,2512
0.7674,3128
0.7412,3768
0.7943,4384
0.7824,5000
0.8683,5640
0.824,6256
0.8977,6896
0.8978,7512
0.8782,8128
0.9146,8768
0.9216,9384
0.917,10000
0.9137,10640
0.9007,11256
0.9216,11896
0.927,12512
0.9312,13128
0.939,13768
0.9349,14384
0.9438,15000
0.9442,15640
0.9386,16256
0.949,16896
0.9471,17512
0.9411,18128
0.9449,18768
0.9453,19384
0.9495,20000
0.9501,20640
0.9495,21256
0.9536,21896
0.9533,22512
0.9441,23128
0.9578,23768
0.9598,24384
0.9573,25000
0.9572,25640
0.958,26256
0.9564,26896
0.9546,27512
0.962,28128
0.9612,28768
0.9619,29384
0.9649,30000
0.965,30640
0.9629,31256
0.9629,31896
0.9646,32512
0.9668,33128
0.9646,33768
0.9684,34384
0.9677,35000
0.9652,35640
0.969,36256
0.9691,36896
0.9676,37512
0.9703,38128
0.9694,38768
0.9693,39384
0.9717,40000
0.9728,40640
0.971,41256
0.97,41896
0.969,42512
0.97,43128
0.9729,43768
0.9688,44384
0.9728,45000
0.9751,45640
0.9698,46256
0.9735,46896
0.9755,47512
0.974,48128
0.976,48768
0.9758,49384
0.9739,50000
0.9748,50640
0.9758,51256
0.9765,51896
0.9754,52512
0.976,53128
0.9752,53768
0.9766,54384
0.9754,55000
0.9771,55640
0.9739,56256
0.9771,56896
0.9766,57512
0.9775,58128
0.9779,58768
0.9781,59384
0.9777,60000
0.9771,60640
0.9785,61256
0.9794,61896
0.9786,62512
0.9779,63128
0.9783,63768
0.9796,64384
0.9779,65000
0.9812,65640
0.9806,66256
0.979,66896
0.9788,67512
0.9776,68128
0.9794,68768
0.9802,69384
0.9784,70000
0.9759,70640
0.9783,71256
0.9807,71896
0.9827,72512
0.9809,73128
0.9813,73768
0.9811,74384
0.982,75000
0.9804,75640
0.9802,76256
0.9804,76896
0.9814,77512
0.9798,78128
0.9826,78768
0.9816,79384
0.9798,80000
0.9817,80640
0.9833,81256
0.9818,81896
0.9806,82512
0.9823,83128
0.9824,83768
0.9824,84384
0.9831,85000
0.982,85640
0.9819,86256
0.9822,86896
0.9835,87512
0.9816,88128
0.9817,88768
0.9823,89384
0.9827,90000
0.9822,90640
0.9837,91256
0.9804,91896
0.98,92512
0.9829,93128
0.9834,93768
0.9843,94384
0.9841,95000
0.9841,95640
0.9839,96256
0.9833,96896
0.9841,97512
0.9821,98128
0.9837,98768
0.9834,99384
0.986,100000
0.9844,100640
0.984,101256
0.9849,101896
0.9845,102512
0.9835,103128
0.986,103768
0.9844,104384
0.9858,105000
0.9826,105640
0.9813,106256
0.9851,106896
0.9866,107512
0.9836,108128
0.9838,108768
0.9843,109384
0.9866,110000
0.9855,110640
0.9866,111256
0.9859,111896
0.9856,112512
0.9857,113128
0.9836,113768
0.9864,114384
0.986,115000
0.9858,115640
0.9833,116256
0.9857,116896
0.9867,117512
0.9827,118128
0.9857,118768
0.9831,119384
0.9842,120000
0.9846,120640
0.9855,121256
0.9855,121896
0.9861,122512
0.9866,123128
0.9822,123768
0.9837,124384
0.9849,125000
0.985,125640
0.9836,126256
0.9851,126896
0.9852,127512
0.986,128128
0.9851,128768
0.9857,129384
0.9864,130000
0.984,130640
0.9863,131256
0.9855,131896
0.9853,132512
0.9874,133128
0.9862,133768
0.9855,134384
0.986,135000
0.9861,135640
0.9872,136256
0.9872,136896
0.9872,137512
0.9876,138128
0.9876,138768
0.988,139384
0.9871,140000
0.9865,140640
0.9871,141256
0.9873,141896
0.9871,142512
0.9866,143128
0.9864,143768
0.9878,144384
0.9881,145000
0.986,145640
0.9881,146256
0.9872,146896
0.9868,147512
0.9871,148128
0.9872,148768
0.9887,149384
0.9887,150000
0.9882,150640
0.9842,151256
0.9865,151896
0.9877,152512
0.9876,153128
0.9865,153768
0.9873,154384
0.9876,155000
0.988,155640
0.9871,156256
0.9864,156896
0.9871,157512
0.9883,158128
0.9877,158768
0.9883,159384
0.9883,160000
0.9856,160640
0.9872,161256
0.9874,161896
0.988,162512
0.9883,163128
0.9887,163768
0.9879,164384
0.9879,165000
0.9878,165640
0.988,166256
0.9884,166896
0.9887,167512
0.9878,168128
0.9883,168768
0.989,169384
0.9895,170000
0.9887,170640
0.9879,171256
0.9882,171896
0.9893,172512
0.9896,173128
0.9888,173768
0.9897,174384
0.9897,175000
0.99,175640
0.9894,176256
0.9897,176896
0.9897,177512
0.9895,178128
0.9895,178768
0.9891,179384
0.9894,180000
0.9886,180640
0.9889,181256
0.9886,181896
0.9891,182512
0.9895,183128
0.9883,183768
0.9895,184384
0.9875,185000
0.9883,185640
0.9894,186256
0.9891,186896
0.9894,187512
0.9885,188128
0.9893,188768
0.9891,189384
0.9893,190000
0.9881,190640
0.9892,191256
0.9896,191896
0.9884,192512
0.9899,193128
0.99,193768
0.9892,194384
0.9897,195000
0.9894,195640
0.9892,196256
0.9883,196896
0.9892,197512
0.9898,198128
0.9893,198768
0.9889,199384
0.988,200000
0.9902,200640
0.99,201256
0.9895,201896
0.9899,202512
0.9893,203128
0.9895,203768
0.9893,204384
0.9902,205000
0.9906,205640
0.9892,206256
0.9891,206896
0.9892,207512
0.9899,208128
0.9895,208768
0.9898,209384
0.9871,210000
0.9869,210640
0.9864,211256
0.9878,211896
0.9879,212512
0.9895,213128
0.9896,213768
0.9899,214384
0.989,215000
0.99,215640
0.9899,216256
0.9889,216896
0.9887,217512
0.9894,218128
0.9892,218768
0.9889,219384
0.9894,220000
0.9885,220640
0.9897,221256
0.9891,221896
0.9892,222512
0.9894,223128
0.9899,223768
0.9898,224384
0.9904,225000
0.9901,225640
0.9895,226256
0.9909,226896
0.9902,227512
0.9899,228128
0.9894,228768
0.9901,229384
0.9894,230000
0.9904,230640
0.9892,231256
0.9902,231896
0.9905,232512
0.9908,233128
0.99,233768
0.9898,234384
0.9902,235000
0.9896,235640
0.9897,236256
0.9909,236896
0.9904,237512
0.9903,238128
0.9904,238768
0.9902,239384
0.9908,240000
0.9894,240640
0.9896,241256
0.9896,241896
0.99,242512
0.9901,243128
0.9913,243768
0.9897,244384
0.9907,245000
0.9905,245640
0.9917,246256
0.9897,246896
0.9905,247512
0.9894,248128
0.9897,248768
0.9916,249384
0.9909,250000
0.9908,250640
0.9914,251256
0.9898,251896
0.9897,252512
0.9909,253128
0.9902,253768
0.9911,254384
0.9901,255000
0.9904,255640
0.9908,256256
0.9902,256896
0.9889,257512
0.9888,258128
0.9901,258768
0.9901,259384
0.9888,260000
0.9893,260640
0.9896,261256
0.9902,261896
0.9883,262512
0.9895,263128
0.9897,263768
0.9888,264384
0.9897,265000
0.9893,265640
0.9899,266256
0.9908,266896
0.9912,267512
0.9908,268128
0.99,268768
0.9904,269384
0.9909,270000
0.9904,270640
0.9911,271256
0.9906,271896
0.9908,272512
0.9911,273128
0.9919,273768
0.9918,274384
0.9917,275000
0.9911,275640
0.9916,276256
0.9913,276896
0.9896,277512
0.9907,278128
0.9915,278768
0.9912,279384
0.9909,280000
0.9914,280640
0.9908,281256
0.9906,281896
0.9893,282512
0.9901,283128
0.9905,283768
0.9899,284384
0.9907,285000
0.9896,285640
0.9915,286256
0.9899,286896
0.9903,287512
0.9897,288128
0.9903,288768
0.992,289384
0.9908,290000
0.9912,290640
0.9902,291256
0.99,291896
0.9906,292512
0.9907,293128
0.9911,293768
0.9906,294384
0.9909,295000
0.9907,295640
0.9902,296256
0.9908,296896
0.9918,297512
0.9913,298128
0.9901,298768
0.9903,299384
0.9896,300000
0.9912,300640
0.9919,301256
0.9917,301896
0.9909,302512
0.991,303128
0.9902,303768
0.9873,304384
0.9918,305000
0.9919,305640
0.991,306256
0.9914,306896
0.9914,307512
0.991,308128
0.9912,308768
0.991,309384
0.9917,310000
0.9905,310640
0.9893,311256
0.9896,311896
0.9904,312512
0.9909,313128
0.9906,313768
0.9906,314384
0.9916,315000
0.9909,315640
0.9903,316256
0.9901,316896
0.9911,317512
0.9911,318128
0.9903,318768
0.9921,319384
0.9907,320000
0.9901,320640
0.9908,321256
0.9916,321896
0.9911,322512
0.9907,323128
0.9913,323768
0.9917,324384
0.9917,325000
0.991,325640
0.9922,326256
0.9913,326896
0.9914,327512
0.9915,328128
0.9908,328768
0.9902,329384
0.9904,330000
0.9899,330640
0.991,331256
0.9914,331896
0.9916,332512
0.9916,333128
0.9917,333768
0.9912,334384
0.9911,335000
0.9906,335640
0.9908,336256
0.992,336896
0.9927,337512
0.9908,338128
0.9913,338768
0.9907,339384
0.9914,340000
0.9909,340640
0.9907,341256
0.9913,341896
0.9918,342512
0.9913,343128
0.9917,343768
0.9916,344384
0.9918,345000
0.9919,345640
0.9917,346256
0.9917,346896
0.9918,347512
0.9924,348128
0.9919,348768
0.9919,349384
0.9908,350000
0.9926,350640
0.9921,351256
0.9924,351896
0.9919,352512
0.9911,353128
0.9923,353768
0.9913,354384
0.9923,355000
0.9913,355640
0.9911,356256
0.9913,356896
0.9924,357512
0.9906,358128
0.9911,358768
0.9916,359384
0.9926,360000
0.992,360640
0.9918,361256
0.9917,361896
0.992,362512
0.9911,363128
0.9901,363768
0.9912,364384
0.9901,365000
0.9914,365640
0.9922,366256
0.9918,366896
0.9921,367512
0.9917,368128
0.9926,368768
0.9917,369384
0.992,370000
0.9915,370640
0.9917,371256
0.9921,371896
0.9925,372512
0.9905,373128
0.9925,373768
0.9923,374384
0.9922,375000
0.9916,375640
0.9909,376256
0.9921,376896
0.9918,377512
0.992,378128
0.9919,378768
0.9931,379384
0.9923,380000
0.9928,380640
0.9917,381256
0.9917,381896
0.9922,382512
